DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-D	by-max	CMN	UPGMC	GFCC	(((((((((((((((((((((((((((((((((((((Sinhala:41.464353,Albanian:41.464353):1.215794,((((Serbian:36.381162,Bosnian:36.381162):3.761736,Macedonian:40.142898):0.913851,Lithuanian:41.056748):0.344070,Croatian:41.400818):1.279329):-1.032263,Ukrainian:41.647884):-1.243812,Russian:40.404072):2.975340,Persian:43.379411):-0.911495,Armenian:42.467916):-0.287288,Afrikaans:42.180628):-0.277438,Nepali:41.903190):0.981577,Icelandic:42.884767):-0.046198,Galician:42.838569):2.414686,Pashto:45.253255):-0.105108,Welsh:45.148146):2.521138,Bulgarian:47.669284):0.329312,Bengali:47.998596):0.310342,Urdu:48.308938):0.345325,Irish:48.654264):0.012299,Italian:48.666563):0.462543,Marathi:49.129107):0.640683,Swedish:49.769790):0.121076,Portuguese:49.890865):0.411534,Gujarati:50.302399):1.846735,Dutch:52.149134):-0.109152,German:52.039982):-0.107391,Norwegian:51.932591):0.786391,Latvian:52.718982):0.022570,French:52.741552):0.724903,Polish:53.466455):0.180680,Slovak:53.647135):1.262530,Romanian:54.909664):0.353341,Catalan:55.263005):0.212352,Spanish:55.475358):0.367976,Czech:55.843333):1.008164,Hindi:56.851497):1.383207,Danish:58.234704):0.883724,English:59.118427):0.376549,Slovenian:59.494977):4.125465,Greek:63.620442);
DTW-D	by-max	CMN	WPGMC	GFCC	((((((((((((Slovak:57.983838,Polish:57.983838):-2.331550,Czech:55.652287):-0.944071,Croatian:54.708217):-2.991759,Bulgarian:51.716457):1.556724,(((((((Italian:55.901679,Catalan:55.901679):-3.645116,Portuguese:52.256563):-3.141025,Spanish:49.115538):5.546817,(((((Marathi:50.446085,Gujarati:50.446085):0.289999,((((((Ukrainian:48.271846,Russian:48.271846):-2.149363,((((((((((Serbian:36.381162,Bosnian:36.381162):3.761736,Macedonian:40.142898):0.731173,Lithuanian:40.874071):0.530007,Sinhala:41.404078):-4.446766,Albanian:36.957312):4.129782,Afrikaans:41.087094):0.834778,Persian:41.921872):0.570280,Armenian:42.492151):1.132831,Nepali:43.624982):0.789938,Pashto:44.414920):1.707563):0.585079,Icelandic:46.707562):-0.861888,Galician:45.845674):0.702063,Welsh:46.547737):2.626449,Irish:49.174186):1.561898):-3.018423,Bengali:47.717661):0.976984,Urdu:48.694644):0.217101,Hindi:48.911746):5.750610):-1.456542,(Swedish:55.818731,Norwegian:55.818731):-2.612918):0.159006,Dutch:53.364818):-2.174093,German:51.190726):2.082455):4.362176,Latvian:57.635358):1.973212,French:59.608570):-0.083406,Romanian:59.525164):7.412416,English:66.937580):-0.396333,Danish:66.541247):5.340539,Slovenian:71.881785):2.710948,Greek:74.592733);
DTW-D	by-max	CMN	Ward	GFCC	((((((((((((((Sinhala:41.464353,Albanian:41.464353):9.983922,Galician:51.448275):1.620621,Armenian:53.068896):1.029778,((Lithuanian:42.722512,Afrikaans:42.722512):5.846644,Icelandic:48.569156):5.529518):6.179669,(Persian:49.809705,Pashto:49.809705):10.468637):6.871729,(Welsh:55.148384,Irish:55.148384):12.001687):3.431438,French:70.581509):1.053890,Latvian:71.635399):1.964729,Romanian:73.600128):13.413017,Greek:87.013145):3.254791,(((German:60.755327,Dutch:60.755327):14.478629,English:75.233956):5.209407,((Swedish:55.818731,Norwegian:55.818731):16.560671,Danish:72.379402):8.063961):9.824573):9.670099,((Spanish:57.260152,Portuguese:57.260152):6.006800,(Italian:55.901679,Catalan:55.901679):7.365273):36.671082):6.314584,(((Marathi:50.446085,Gujarati:50.446085):11.939216,(Nepali:49.440733,Bengali:49.440733):12.944567):4.295427,(Urdu:55.067235,Hindi:55.067235):11.613493):39.571891):34.014234,(((((((Serbian:36.381162,Bosnian:36.381162):9.971864,Macedonian:46.353025):6.127668,Croatian:52.480694):8.667754,Bulgarian:61.148448):2.627531,(Ukrainian:48.271846,Russian:48.271846):15.504133):8.156282,Slovenian:71.932260):6.830227,((Slovak:57.983838,Polish:57.983838):6.277888,Czech:64.261726):14.500761):61.504365);
DTW-D	by-max	CMN	NJ	GFCC	(((((French:34.94843,(Romanian:36.09565,(Galician:24.69702,(Italian:26.48182,(Portuguese:26.97306,(Spanish:31.08969,Catalan:30.59092)Inner6:1.02214)Inner7:2.08081)Inner18:1.36353)Inner21:2.48709)Inner32:0.72651)Inner34:1.01688,((Latvian:34.49940,(Lithuanian:12.53397,Greek:42.15575)Inner28:1.33617)Inner31:1.07603,((Ukrainian:23.81348,Russian:24.45836)Inner13:2.48815,((Macedonian:23.16044,Bulgarian:28.49338)Inner12:2.24240,((Polish:30.22221,(Slovak:28.58498,Czech:30.02816)Inner4:2.77949)Inner9:1.92934,(Slovenian:35.83831,(Croatian:27.01121,(Serbian:18.99442,Bosnian:17.38674)Inner1:1.06796)Inner3:3.22807)Inner10:1.88108)Inner14:1.23371)Inner16:0.59416)Inner17:4.19965)Inner33:1.20402)Inner37:0.35796,(Armenian:24.35397,(((Swedish:26.64535,Norwegian:29.17338)Inner8:3.57526,(Icelandic:24.02687,Danish:36.30242)Inner24:0.50175)Inner26:2.43330,(English:39.35434,(German:31.79610,(Dutch:29.00059,Afrikaans:20.34867)Inner11:2.97196)Inner25:1.55956)Inner29:1.12271)Inner30:1.37810)Inner36:0.63076)Inner38:0.46548,((Persian:21.56866,Pashto:28.24104)Inner23:2.26008,(Sinhala:19.01076,Albanian:22.45359)Inner22:2.55246)Inner35:1.03535)Inner39:0.28087,(((Urdu:23.95890,Hindi:31.10833)Inner5:3.51540,(Marathi:24.68270,Gujarati:25.76338)Inner2:4.03532)Inner15:2.16806,(Nepali:21.36092,Bengali:28.07981)Inner19:0.38682)Inner20:3.73076,(Welsh:24.79220,Irish:30.35618)Inner27:2.82051)Inner40:0.00000;
DTW-D	by-max	CMN	Single	IMFCC	(((((((((((((((((((((((Spanish:2.275232,Galician:2.275232):0.171312,Italian:2.446543):0.036205,Portuguese:2.482748):0.009587,((Welsh:2.439430,Irish:2.439430):0.032815,Danish:2.472246):0.020089):0.007984,Romanian:2.500319):0.022374,Sinhala:2.522694):0.024460,Catalan:2.547154):0.000142,(((((((Slovak:2.377312,Polish:2.377312):0.016910,((Ukrainian:2.294979,Russian:2.294979):0.041047,(((Serbian:1.799284,Bosnian:1.799284):0.230045,Croatian:2.029330):0.188669,Macedonian:2.217998):0.118028):0.058196):0.001005,(Lithuanian:2.227572,Latvian:2.227572):0.167655):0.022824,Czech:2.418051):0.026480,Bulgarian:2.444531):0.020745,Icelandic:2.465276):0.061595,Slovenian:2.526871):0.020425):0.005505,Greek:2.552800):0.006473,(Nepali:2.529977,Bengali:2.529977):0.029296):0.000239,French:2.559512):0.030269,(Urdu:2.542225,Hindi:2.542225):0.047555):0.003968,Dutch:2.593749):0.015382,Afrikaans:2.609131):0.021072,Norwegian:2.630203):0.004378,German:2.634581):0.001315,(Marathi:2.615720,Gujarati:2.615720):0.020175):0.002732,Persian:2.638628):0.004328,Pashto:2.642955):0.004428,Swedish:2.647384):0.007112,Albanian:2.654495):0.012274,English:2.666769):0.079598,Armenian:2.746368);
DTW-D	by-max	CMN	Complete	IMFCC	((((((((Sinhala:2.665537,Albanian:2.665537):0.161925,Armenian:2.827462):0.287170,(Persian:2.754647,Pashto:2.754647):0.359985):0.198993,(Welsh:2.439430,Irish:2.439430):0.874195):0.138204,((((((Slovak:2.377312,Polish:2.377312):0.185524,Czech:2.562837):0.152946,(Ukrainian:2.294979,Russian:2.294979):0.420803):0.113440,((Macedonian:2.444531,Bulgarian:2.444531):0.182087,((Serbian:1.799284,Bosnian:1.799284):0.363332,Croatian:2.162617):0.464002):0.202605):0.077568,Slovenian:2.906791):0.312064,(Lithuanian:2.227572,Latvian:2.227572):0.991282):0.232975):0.028804,(((((((Spanish:2.275232,Galician:2.275232):0.181821,Italian:2.457053):0.086407,Portuguese:2.543460):0.283556,Catalan:2.827016):0.250523,French:3.077540):0.039519,Romanian:3.117059):0.321708,Greek:3.438767):0.041866):0.088457,(((Urdu:2.542225,Hindi:2.542225):0.369284,(Nepali:2.529977,Bengali:2.529977):0.381533):0.087005,(Marathi:2.615720,Gujarati:2.615720):0.382795):0.570576):0.182235,((((German:2.920194,English:2.920194):0.077744,(Dutch:2.609131,Afrikaans:2.609131):0.388807):0.132332,(Icelandic:2.829124,Danish:2.829124):0.301146):0.128521,(Swedish:2.711909,Norwegian:2.711909):0.546881):0.492535);
DTW-D	by-max	CMN	UPGMA	IMFCC	(((((((((((Spanish:2.275232,Galician:2.275232):0.176566,Italian:2.451798):0.053781,Portuguese:2.505579):0.201598,Catalan:2.707177):0.188688,French:2.895865):0.044349,Romanian:2.940214):0.034618,(((((Welsh:2.439430,Irish:2.439430):0.219571,Sinhala:2.659002):0.144954,Armenian:2.803955):0.015223,Albanian:2.819178):0.061646,(Persian:2.754647,Pashto:2.754647):0.126177):0.094008):0.058270,((((((Slovak:2.377312,Polish:2.377312):0.113132,Czech:2.490444):0.085036,((((Serbian:1.799284,Bosnian:1.799284):0.296689,Croatian:2.095973):0.205698,Macedonian:2.301671):0.167677,(Ukrainian:2.294979,Russian:2.294979):0.174369):0.106132):0.082398,Bulgarian:2.657878):0.091710,Slovenian:2.749588):0.017002,(Lithuanian:2.227572,Latvian:2.227572):0.539017):0.266513):0.112351,(((Urdu:2.542225,Hindi:2.542225):0.202448,(Nepali:2.529977,Bengali:2.529977):0.214696):0.081878,(Marathi:2.615720,Gujarati:2.615720):0.210831):0.318903):0.034678,(((Icelandic:2.829124,Danish:2.829124):0.147867,(Swedish:2.711909,Norwegian:2.711909):0.265082):0.048791,(((Dutch:2.609131,Afrikaans:2.609131):0.257333,German:2.866464):0.020167,English:2.886631):0.139151):0.154349):0.087908,Greek:3.268039);
DTW-D	by-max	CMN	WPGMA	IMFCC	((((((((((Welsh:2.439430,Irish:2.439430):0.219571,Sinhala:2.659002):0.119695,Albanian:2.778697):0.030409,Armenian:2.809106):0.067375,(Persian:2.754647,Pashto:2.754647):0.121834):0.184216,((((((Slovak:2.377312,Polish:2.377312):0.113132,Czech:2.490444):0.092643,(Ukrainian:2.294979,Russian:2.294979):0.288108):0.077894,((((Serbian:1.799284,Bosnian:1.799284):0.296689,Croatian:2.095973):0.245924,Macedonian:2.341897):0.163715,Bulgarian:2.505612):0.155369):0.115326,(Lithuanian:2.227572,Latvian:2.227572):0.548734):0.046458,Slovenian:2.822765):0.237932):0.049697,((((((Spanish:2.275232,Galician:2.275232):0.176566,Italian:2.451798):0.063251,Portuguese:2.515049):0.217065,Catalan:2.732114):0.240539,French:2.972652):0.073307,Romanian:3.045959):0.064436):0.125107,(((Urdu:2.542225,Hindi:2.542225):0.202448,(Nepali:2.529977,Bengali:2.529977):0.214696):0.081878,(Marathi:2.615720,Gujarati:2.615720):0.210831):0.408951):0.075381,(((((Dutch:2.609131,Afrikaans:2.609131):0.257333,German:2.866464):0.028558,English:2.895022):0.072943,(Icelandic:2.829124,Danish:2.829124):0.138842):0.050344,(Swedish:2.711909,Norwegian:2.711909):0.306400):0.292573):0.073508,Greek:3.384390);
DTW-D	by-max	CMN	UPGMC	IMFCC	(((((((((((((((((((((((((((((((((((((((((Serbian:1.799284,Bosnian:1.799284):0.094967,Croatian:1.894251):0.099162,Macedonian:1.993413):0.052071,Ukrainian:2.045484):-0.059003,Lithuanian:1.986481):-0.044586,Russian:1.941895):0.073942,Slovak:2.015837):-0.041968,Polish:1.973869):0.034269,Czech:2.008138):0.054892,Bulgarian:2.063030):0.067949,Welsh:2.130979):-0.001957,Slovenian:2.129022):0.025148,Italian:2.154170):0.014757,Sinhala:2.168927):0.026259,Nepali:2.195186):0.043901,Persian:2.239086):0.012990,Spanish:2.252077):0.006442,Armenian:2.258519):0.005621,Galician:2.264140):0.002483,Portuguese:2.266623):0.018699,Romanian:2.285322):0.021388,Albanian:2.306710):0.010758,French:2.317468):0.005501,Icelandic:2.322969):0.012827,Dutch:2.335796):-0.004902,Danish:2.330894):-0.001876,Swedish:2.329017):0.010101,English:2.339118):-0.004608,German:2.334510):-0.004212,Afrikaans:2.330299):0.045059,Latvian:2.375357):-0.000115,Urdu:2.375243):-0.004505,Pashto:2.370738):0.021863,Catalan:2.392602):0.007457,Bengali:2.400059):0.025025,Irish:2.425083):0.010008,Marathi:2.435091):0.037980,Hindi:2.473071):-0.010335,Gujarati:2.462736):0.020151,Greek:2.482887):0.068110,Norwegian:2.550997);
DTW-D	by-max	CMN	WPGMC	IMFCC	((((((((((((((((((((Dutch:2.609131,Afrikaans:2.609131):-0.053351,German:2.555780):-0.126113,English:2.429667):-0.008505,Danish:2.421161):-0.044103,Swedish:2.377058):-0.011730,Icelandic:2.365329):0.004474,Armenian:2.369803):-0.119291,((((((((((((Spanish:2.275232,Galician:2.275232):-0.103327,Italian:2.171905):-0.050606,Portuguese:2.121299):0.028852,Welsh:2.150151):-0.136646,(((((((((Serbian:1.799284,Bosnian:1.799284):0.094967,Croatian:1.894251):0.154486,Macedonian:2.048737):0.040349,Lithuanian:2.089086):-0.075453,Ukrainian:2.013633):-0.081451,Russian:1.932183):0.219395,Slovak:2.151578):-0.152600,Polish:1.998978):0.107515,Czech:2.106494):-0.092989):0.108345,Sinhala:2.121850):0.002088,Nepali:2.123938):0.138278,Bengali:2.262216):0.093460,Urdu:2.355676):-0.188266,Hindi:2.167410):0.128878,Gujarati:2.296288):-0.071707,Marathi:2.224581):0.025931):-0.035874,Persian:2.214638):0.191905,Pashto:2.406543):0.127998,Albanian:2.534542):0.068371,French:2.602913):-0.042020,Romanian:2.560892):0.030952,Catalan:2.591845):0.098599,Bulgarian:2.690443):-0.152503,Slovenian:2.537941):0.087213,Latvian:2.625153):0.143038,Greek:2.768191):0.081189,Irish:2.849380):0.235815,Norwegian:3.085196);
DTW-D	by-max	CMN	Ward	IMFCC	(((((((((Sinhala:2.665537,Albanian:2.665537):0.331129,(Welsh:2.439430,Irish:2.439430):0.557236):0.113112,(Icelandic:2.827938,Armenian:2.827938):0.281841):0.066948,(Persian:2.754647,Pashto:2.754647):0.422080):0.433348,((Lithuanian:2.227572,Latvian:2.227572):0.891703,Greek:3.119275):0.490800):0.458139,((((English:2.863074,Danish:2.863074):0.068662,German:2.931736):0.222971,(Dutch:2.609131,Afrikaans:2.609131):0.545576):0.288347,(Swedish:2.711909,Norwegian:2.711909):0.731144):0.625161):0.450031,(((Romanian:2.500319,Italian:2.500319):0.479063,French:2.979382):0.223452,(((Spanish:2.275232,Galician:2.275232):0.277993,Portuguese:2.553225):0.365625,Catalan:2.918849):0.283985):1.315410):0.631155,(((Urdu:2.542225,Hindi:2.542225):0.403031,(Nepali:2.529977,Bengali:2.529977):0.415279):0.156337,(Marathi:2.615720,Gujarati:2.615720):0.485873):2.047806):0.702971,(((((Slovak:2.377312,Polish:2.377312):0.151099,Czech:2.528412):0.274931,(Ukrainian:2.294979,Russian:2.294979):0.508363):0.148077,Slovenian:2.951419):0.204877,((((Serbian:1.799284,Bosnian:1.799284):0.388009,Croatian:2.187293):0.254129,Macedonian:2.441423):0.292028,Bulgarian:2.733450):0.422847):2.696073);
DTW-D	by-max	CMN	NJ	IMFCC	((((Welsh:0.95478,Irish:1.48465)Inner23:0.15144,(((Swedish:1.26032,Norwegian:1.45159)Inner6:0.20323,(Icelandic:1.38779,Danish:1.44133)Inner28:0.00324)Inner29:0.03019,(German:1.43768,(English:1.44150,(Dutch:1.25542,Afrikaans:1.35371)Inner7:0.12379)Inner26:0.02072)Inner27:0.05359)Inner30:0.11215)Inner36:0.02432,(((Persian:1.25148,Pashto:1.50317)Inner24:0.09984,((Urdu:1.37642,(Marathi:1.32283,(Hindi:1.31046,Gujarati:1.32543)Inner2:0.05467)Inner3:0.13700)Inner15:0.04916,(Nepali:1.08538,Bengali:1.44460)Inner16:0.03216)Inner17:0.18685)Inner37:0.00694,(Sinhala:1.21226,Albanian:1.45327)Inner33:0.06404)Inner38:0.02349)Inner39:0.00846,(Greek:1.62764,Armenian:1.31817)Inner34:0.06495,((Romanian:1.49499,(French:1.49251,(Italian:1.08167,((Portuguese:1.26821,(Spanish:1.08885,Galician:1.18638)Inner5:0.08081)Inner9:0.06116,Catalan:1.47267)Inner18:0.05215)Inner22:0.05586)Inner25:0.03883)Inner32:0.06301,((Lithuanian:0.81288,Latvian:1.41469)Inner12:0.18815,(((Ukrainian:1.10371,Russian:1.19127)Inner10:0.10569,(Polish:1.18818,(Slovak:1.22320,Czech:1.19485)Inner8:0.07287)Inner14:0.06833)Inner19:0.02585,(Slovenian:1.46608,(Bulgarian:1.29504,(Macedonian:1.17609,(Croatian:1.08472,(Serbian:0.98013,Bosnian:0.81915)Inner1:0.11161)Inner4:0.11782)Inner11:0.03962)Inner13:0.09589)Inner20:0.00136)Inner21:0.12706)Inner31:0.08263)Inner35:0.02700)Inner40:0.00000;
DTW-D	by-max	CMN	Single	LFCC	((((((((((((((((((Nepali:2.604178,Bengali:2.604178):0.047807,Sinhala:2.651985):0.011652,(Urdu:2.614633,Hindi:2.614633):0.049004):0.018521,(((((((Slovak:2.448388,Polish:2.448388):0.009562,((Ukrainian:2.349789,Russian:2.349789):0.025033,(((Serbian:1.707468,Bosnian:1.707468):0.260838,Croatian:1.968306):0.266303,Macedonian:2.234609):0.140213):0.083127):0.004692,Czech:2.462641):0.068645,Bulgarian:2.531286):0.008598,(Lithuanian:2.360457,Latvian:2.360457):0.179427):0.044671,Slovenian:2.584556):0.052924,Icelandic:2.637480):0.044678):0.004433,(Welsh:2.597902,Irish:2.597902):0.088689):0.003803,(((((Spanish:2.270306,Galician:2.270306):0.250452,Portuguese:2.520759):0.014041,Italian:2.534799):0.115965,Romanian:2.650764):0.031218,Catalan:2.681982):0.008411):0.005420,Danish:2.695813):0.034298,Greek:2.730111):0.017512,French:2.747623):0.006333,(Dutch:2.514970,Afrikaans:2.514970):0.238985):0.013529,(Swedish:2.745231,Norwegian:2.745231):0.022254):0.004866,(Marathi:2.757321,Gujarati:2.757321):0.015030):0.005723,Persian:2.778074):0.009017,Albanian:2.787091):0.002291,Pashto:2.789382):0.037842,Armenian:2.827224):0.010258,German:2.837481):0.072525,English:2.910006);
DTW-D	by-max	CMN	Complete	LFCC	(((((((((Sinhala:2.787091,Albanian:2.787091):0.440373,French:3.227464):0.197187,((Persian:2.884171,Armenian:2.884171):0.083943,Pashto:2.968115):0.456536):0.072778,(Welsh:2.597902,Irish:2.597902):0.899527):0.121006,Greek:3.618435):0.021761,((((((Slovak:2.448388,Polish:2.448388):0.217875,Czech:2.666263):0.150824,(Ukrainian:2.349789,Russian:2.349789):0.467298):0.149040,((Macedonian:2.531286,Bulgarian:2.531286):0.198138,((Serbian:1.707468,Bosnian:1.707468):0.416790,Croatian:2.124259):0.605166):0.236703):0.058379,Slovenian:3.024506):0.340452,(Lithuanian:2.360457,Latvian:2.360457):1.004501):0.275238):0.072809,((((Spanish:2.270306,Galician:2.270306):0.290473,Portuguese:2.560779):0.382523,Catalan:2.943302):0.364553,(Romanian:2.650764,Italian:2.650764):0.657091):0.405150):0.131087,(((Urdu:2.614633,Hindi:2.614633):0.448034,(Nepali:2.604178,Bengali:2.604178):0.458489):0.125964,(Marathi:2.757321,Gujarati:2.757321):0.431309):0.655462):0.107955,(((Icelandic:2.953010,Danish:2.953010):0.319966,(Swedish:2.745231,Norwegian:2.745231):0.527744):0.169894,(((Dutch:2.514970,Afrikaans:2.514970):0.586800,German:3.101771):0.053738,English:3.155509):0.287361):0.509178);
DTW-D	by-max	CMN	UPGMA	LFCC	((((((Icelandic:2.953010,Danish:2.953010):0.149493,(Swedish:2.745231,Norwegian:2.745231):0.357271):0.104586,(((Dutch:2.514970,Afrikaans:2.514970):0.491732,German:3.006703):0.078588,English:3.085291):0.121798):0.130629,((((((((Spanish:2.270306,Galician:2.270306):0.270463,Portuguese:2.540769):0.051486,Italian:2.592255):0.235057,Catalan:2.827312):0.239985,French:3.067297):0.058069,((((Sinhala:2.787091,Albanian:2.787091):0.096476,Armenian:2.883566):0.041195,(Welsh:2.597902,Irish:2.597902):0.326859):0.095754,(Persian:2.890682,Pashto:2.890682):0.129833):0.104850):0.045677,Romanian:3.171043):0.034691,((((((Slovak:2.448388,Polish:2.448388):0.116065,Czech:2.564452):0.112099,((((Serbian:1.707468,Bosnian:1.707468):0.338814,Croatian:2.046282):0.303975,Macedonian:2.350258):0.205159,(Ukrainian:2.349789,Russian:2.349789):0.205627):0.121135):0.094600,Bulgarian:2.771151):0.084432,Slovenian:2.855582):0.048542,(Lithuanian:2.360457,Latvian:2.360457):0.543666):0.301610):0.131983):0.063810,(((Urdu:2.614633,Hindi:2.614633):0.251486,(Nepali:2.604178,Bengali:2.604178):0.261941):0.122320,(Marathi:2.757321,Gujarati:2.757321):0.231118):0.413088):0.054999,Greek:3.456526);
DTW-D	by-max	CMN	WPGMA	LFCC	((((((((((Spanish:2.270306,Galician:2.270306):0.270463,Portuguese:2.540769):0.071311,Italian:2.612080):0.175232,Catalan:2.787312):0.320020,French:3.107332):0.099591,Romanian:3.206923):0.022829,(((((Sinhala:2.787091,Albanian:2.787091):0.096476,Armenian:2.883566):0.039568,(Welsh:2.597902,Irish:2.597902):0.325232):0.097030,(Persian:2.890682,Pashto:2.890682):0.129482):0.139004,((((((Slovak:2.448388,Polish:2.448388):0.116065,Czech:2.564452):0.116642,(Ukrainian:2.349789,Russian:2.349789):0.331305):0.105576,((((Serbian:1.707468,Bosnian:1.707468):0.338814,Croatian:2.046282):0.351130,Macedonian:2.397412):0.189986,Bulgarian:2.587398):0.199273):0.130542,Slovenian:2.917213):0.037116,(Lithuanian:2.360457,Latvian:2.360457):0.593872):0.204839):0.070584):0.158027,((((Dutch:2.514970,Afrikaans:2.514970):0.491732,German:3.006703):0.096143,English:3.102845):0.118207,((Icelandic:2.953010,Danish:2.953010):0.149493,(Swedish:2.745231,Norwegian:2.745231):0.357271):0.118549):0.166726):0.118514,Greek:3.506292):0.067884,(((Urdu:2.614633,Hindi:2.614633):0.251486,(Nepali:2.604178,Bengali:2.604178):0.261941):0.122320,(Marathi:2.757321,Gujarati:2.757321):0.231118):0.585736);
DTW-D	by-max	CMN	UPGMC	LFCC	((((((((((((((((((((((((((((((Spanish:2.270306,Galician:2.270306):0.002871,Portuguese:2.273177):-0.101589,Italian:2.171588):-0.043604,(((((((((((Serbian:1.707468,Bosnian:1.707468):0.153845,Croatian:1.861314):0.208954,Macedonian:2.070268):0.077714,Ukrainian:2.147982):-0.061244,Russian:2.086739):-0.011403,Lithuanian:2.075336):0.037000,Slovak:2.112335):-0.058035,Polish:2.054300):0.044457,Czech:2.098757):0.064312,Bulgarian:2.163069):0.075452,Slovenian:2.238521):-0.110537):-0.022830,Welsh:2.105154):0.080471,Sinhala:2.185625):0.036441,Nepali:2.222067):0.064160,Armenian:2.286227):0.020864,Persian:2.307091):0.119096,Albanian:2.426187):0.018544,Romanian:2.444731):0.002651,Icelandic:2.447382):0.016053,French:2.463435):-0.002018,Latvian:2.461418):0.017597,Pashto:2.479015):0.006570,Afrikaans:2.485584):-0.035137,Dutch:2.450448):0.047284,Danish:2.497731):-0.011781,Swedish:2.485950):0.026986,German:2.512936):0.016322,Urdu:2.529258):0.017678,English:2.546936):0.003646,Irish:2.550582):0.009738,Catalan:2.560319):0.024998,Bengali:2.585318):0.035166,Greek:2.620483):0.025211,Norwegian:2.645694):0.009740,Marathi:2.655434):0.018842,Hindi:2.674276):0.008179,Gujarati:2.682456);
